Date,Year,PointName,Name Year,Name Year Run,SurveyID,AREA,Route ,Time,Temp (°F),Wind (mph) ,% Cloud,0-3min Passive BACS,4-6min Playback BACS,TotalBACS,TotalNOBO
5/11/2007,2007,P5,P5 2007,P5 2007 3,2007 3,CONTROL,PQ,6:39,60,0,0,1,1,1,0
4/21/2008,2008,P5,P5 2008,P5 2008 1,2008 1,CONTROL,PQ,7:29,58.2,0,90,0,0,0,0
4/23/2008,2008,P5,P5 2008,P5 2008 2,2008 2,CONTROL,PQ,10:23,69.7,1,100,0,0,0,0
4/29/2008,2008,P5,P5 2008,P5 2008 3,2008 3,CONTROL,PQ,6:57,52.2,0,0,0,0,0,0
4/27/2009,2009,P5,P5 2009,P5 2009 1,2009 1,CONTROL,PQ,7:04,60,0,0,1,1,1,0
4/29/2009,2009,P5,P5 2009,P5 2009 2,2009 2,CONTROL,PQ,6:44,60,0,10,0,0,0,0
5/1/2009,2009,P5,P5 2009,P5 2009 3,2009 3,CONTROL,PQ,10:03,70,10,80,0,0,0,0
5/1/2007,2007,P6,P6 2007,P6 2007 1,2007 1,CONTROL,PQ,7:19,62,0,0,0,0,0,0
5/7/2007,2007,P6,P6 2007,P6 2007 2,2007 2,CONTROL,PQ,10:46,61,25,0,0,0,0,0
5/11/2007,2007,P6,P6 2007,P6 2007 3,2007 3,CONTROL,PQ,6:53,60,0,0,1,0,1,0
4/21/2008,2008,P6,P6 2008,P6 2008 1,2008 1,CONTROL,PQ,7:42,58.2,0,90,0,1,1,0
4/23/2008,2008,P6,P6 2008,P6 2008 2,2008 2,CONTROL,PQ,10:10,70,1,100,0,0,0,0
4/29/2008,2008,P6,P6 2008,P6 2008 3,2008 3,CONTROL,PQ,7:08,52.3,0,0,1,1,1,0
4/27/2009,2009,P6,P6 2009,P6 2009 1,2009 1,CONTROL,PQ,7:24,60,0,0,0,0,0,0
4/29/2009,2009,P6,P6 2009,P6 2009 2,2009 2,CONTROL,PQ,6:58,61,0,10,0,1,1,0
5/1/2009,2009,P6,P6 2009,P6 2009 3,2009 3,CONTROL,PQ,9:49,69,10,50,0,0,0,0
5/1/2007,2007,P7,P7 2007,P7 2007 1,2007 1,CONTROL,PQ,7:31,62,0,0,2,4,4,0
5/7/2007,2007,P7,P7 2007,P7 2007 2,2007 2,CONTROL,PQ,10:32,58,20,0,0,2,2,0
5/11/2007,2007,P7,P7 2007,P7 2007 3,2007 3,CONTROL,PQ,7:08,62,0,0,4,3,4,0
4/21/2008,2008,P7,P7 2008,P7 2008 1,2008 1,CONTROL,PQ,7:55,58.5,0,90,0,0,0,0
4/23/2008,2008,P7,P7 2008,P7 2008 2,2008 2,CONTROL,PQ,9:59,68.3,1,100,0,0,0,0
4/29/2008,2008,P7,P7 2008,P7 2008 3,2008 3,CONTROL,PQ,7:19,52.5,0,0,0,0,0,0
4/27/2009,2009,P7,P7 2009,P7 2009 1,2009 1,CONTROL,PQ,7:34,60,0,0,,,2,0
4/29/2009,2009,P7,P7 2009,P7 2009 2,2009 2,CONTROL,PQ,7:10,62,0,30,0,1,1,0
5/1/2009,2009,P7,P7 2009,P7 2009 3,2009 3,CONTROL,PQ,9:35,68,10,80,0,0,0,0
5/1/2007,2007,P8,P8 2007,P8 2007 1,2007 1,CONTROL,PQ,7:47,63,2,0,0,0,0,0
5/7/2007,2007,P8,P8 2007,P8 2007 2,2007 2,CONTROL,PQ,10:17,56,20,0,0,0,0,0
5/11/2007,2007,P8,P8 2007,P8 2007 3,2007 3,CONTROL,PQ,7:21,64,0,0,0,0,0,0
4/21/2008,2008,P8,P8 2008,P8 2008 1,2008 1,CONTROL,PQ,8:06,58.9,0,90,0,0,0,0
4/23/2008,2008,P8,P8 2008,P8 2008 2,2008 2,CONTROL,PQ,9:49,67.2,2,100,0,0,0,0
4/29/2008,2008,P8,P8 2008,P8 2008 3,2008 3,CONTROL,PQ,7:28,52.5,0,0,0,0,0,0
4/27/2009,2009,P8,P8 2009,P8 2009 1,2009 1,CONTROL,PQ,7:50,61,0,0,0,1,1,0
4/29/2009,2009,P8,P8 2009,P8 2009 2,2009 2,CONTROL,PQ,7:19,62,0,50,0,0,0,0
5/1/2009,2009,P8,P8 2009,P8 2009 3,2009 3,CONTROL,PQ,9:25,68,2,100,0,0,0,0
5/1/2007,2007,P9,P9 2007,P9 2007 1,2007 1,CONTROL,PQ,7:57,65,2,0,0,1,1,0
5/7/2007,2007,P9,P9 2007,P9 2007 2,2007 2,CONTROL,PQ,10:03,55,25,0,0,0,0,0
5/11/2007,2007,P9,P9 2007,P9 2007 3,2007 3,CONTROL,PQ,7:33,66,0,0,2,2,2,0
4/21/2008,2008,P9,P9 2008,P9 2008 1,2008 1,CONTROL,PQ,8:15,61.4,0,95,0,0,0,0
4/23/2008,2008,P9,P9 2008,P9 2008 2,2008 2,CONTROL,PQ,9:39,66,2,100,0,0,0,0
4/29/2008,2008,P9,P9 2008,P9 2008 3,2008 3,CONTROL,PQ,7:38,53.8,0,0,1,1,1,0
4/27/2009,2009,P9,P9 2009,P9 2009 1,2009 1,CONTROL,PQ,8:00,62,0,0,0,0,0,0
4/29/2009,2009,P9,P9 2009,P9 2009 2,2009 2,CONTROL,PQ,7:28,62,0,20,0,0,0,0
5/1/2009,2009,P9,P9 2009,P9 2009 3,2009 3,CONTROL,PQ,9:14,67,2,100,0,0,0,0
4/25/2011,2011,P9,P9 2011,P9 2011 1,2011 1,CONTROL,PQ,10:51,78,4,65,0,0,0,0
4/27/2011,2011,P9,P9 2011,P9 2011 2,2011 2,CONTROL,PQ,6:55,70,0,100,0,0,0,0
5/3/2011,2011,P9,P9 2011,P9 2011 3,2011 3,CONTROL,PQ,10:34,72,5,40,0,0,0,0
4/30/2012,2012,P9,P9 2012,P9 2012 1,2012 1,CONTROL,PQ,10:52,70,3,100,1,1,1,0
5/1/2012,2012,P9,P9 2012,P9 2012 2,2012 2,CONTROL,PQ,6:14,65,4,100,2,2,2,0
5/2/2012,2012,P9,P9 2012,P9 2012 3,2012 3,CONTROL,PQ,10:04,76,1,5,1,2,2,0
4/23/2013,2013,P9,P9 2013,P9 2013 1,2013 1,CONTROL,PQ,8:06,48,2,100,0,0,0,0
4/25/2013,2013,P9,P9 2013,P9 2013 2,2013 2,CONTROL,PQ,8:09,62,6,100,0,0,0,0
5/1/2013,2013,P9,P9 2013,P9 2013 3,2013 3,CONTROL,PQ,6:20,59,5,100,0,0,0,0
4/24/2014,2014,P9,P9 2014,P9 2014 1,2014 1,CURE,MN,10:24,62,4,0,0,0,0,0
4/25/2014,2014,P9,P9 2014,P9 2014 2,2014 2,CONTROL,PQ,10:43,66,5,35,0,0,0,0
4/28/2014,2014,P9,P9 2014,P9 2014 3,2014 3,CONTROL,PQ,6:45,63,1,100,0,0,0,0
5/5/2015,2015,P9,P9 2015,P9 2015 1,2015 1,CONTROL,PQ,10:33,65,0,0,0,0,0,0
5/8/2015,2015,P9,P9 2015,P9 2015 2,2015 2,CONTROL,PQ,9:32,10,10,10,0,0,0,0
5/1/2007,2007,Q1,Q1 2007,Q1 2007 1,2007 1,CONTROL,PQ,6:19,59,0,0,1,1,1,0
5/7/2007,2007,Q1,Q1 2007,Q1 2007 2,2007 2,CONTROL,PQ,10:56,64,4,0,0,0,0,0
5/11/2007,2007,Q1,Q1 2007,Q1 2007 3,2007 3,CONTROL,PQ,6:16,60,0,30,1,1,1,1
4/23/2008,2008,Q1,Q1 2008,Q1 2008 1,2008 1,CONTROL,PQ,11:07,70,1,100,0,0,0,0
4/29/2008,2008,Q1,Q1 2008,Q1 2008 2,2008 2,CONTROL,PQ,6:09,52,0,0,0,0,0,0
5/5/2008,2008,Q1,Q1 2008,Q1 2008 3,2008 3,CONTROL,PQ,6:20,62,0,80,0,0,0,0
4/27/2009,2009,Q1,Q1 2009,Q1 2009 1,2009 1,CONTROL,PQ,6:12,60,0,0,0,0,0,0
4/29/2009,2009,Q1,Q1 2009,Q1 2009 2,2009 2,CONTROL,PQ,10:37,76,3,50,1,1,1,0
5/1/2009,2009,Q1,Q1 2009,Q1 2009 3,2009 3,CONTROL,PQ,6:14,61,2,100,1,1,1,0
4/27/2010,2010,Q1,Q1 2010,Q1 2010 1,2010 1,CONTROL,PQ,6:12,56,0,0,0,0,0,0
4/29/2010,2010,Q1,Q1 2010,Q1 2010 2,2010 2,CONTROL,PQ,10:29,69,0,0,1,1,1,0
5/5/2010,2010,Q1,Q1 2010,Q1 2010 3,2010 3,CONTROL,PQ,6:16,68,0,100,0,0,0,0
5/1/2007,2007,Q10,Q10 2007,Q10 2007 1,2007 1,CONTROL,PQ,8:13,65,0,0,1,1,1,0
5/7/2007,2007,Q10,Q10 2007,Q10 2007 2,2007 2,CONTROL,PQ,9:14,53,15,0,0,0,0,0
5/11/2007,2007,Q10,Q10 2007,Q10 2007 3,2007 3,CONTROL,PQ,8:06,67,0,0,1,1,1,0
4/23/2008,2008,Q10,Q10 2008,Q10 2008 1,2008 1,CONTROL,PQ,9:24,63,1,100,0,0,0,0
4/29/2008,2008,Q10,Q10 2008,Q10 2008 2,2008 2,CONTROL,PQ,7:51,55,2,0,0,0,0,0
5/5/2008,2008,Q10,Q10 2008,Q10 2008 3,2008 3,CONTROL,PQ,8:05,63,1,30,0,0,0,0
4/27/2009,2009,Q10,Q10 2009,Q10 2009 1,2009 1,CONTROL,PQ,8:14,63,0,0,0,0,0,0
4/29/2009,2009,Q10,Q10 2009,Q10 2009 2,2009 2,CONTROL,PQ,8:52,68,2,10,1,1,0,0
5/1/2009,2009,Q10,Q10 2009,Q10 2009 3,2009 3,CONTROL,PQ,7:55,63,4,100,0,0,0,0
4/27/2010,2010,Q10,Q10 2010,Q10 2010 1,2010 1,CONTROL,PQ,7:59,62,0,0,1,1,1,0
4/29/2010,2010,Q10,Q10 2010,Q10 2010 2,2010 2,CONTROL,PQ,8:28,60,0,0,0,0,1,0
5/5/2010,2010,Q10,Q10 2010,Q10 2010 3,2010 3,CONTROL,PQ,7:53,68,0,100,1,0,1,0
5/1/2007,2007,Q11,Q11 2007,Q11 2007 1,2007 1,CONTROL,PQ,8:24,66,0,0,1,1,1,0
5/7/2007,2007,Q11,Q11 2007,Q11 2007 2,2007 2,CONTROL,PQ,9:03,52,10,0,0,0,0,0
5/11/2007,2007,Q11,Q11 2007,Q11 2007 3,2007 3,CONTROL,PQ,8:12,69,0,0,1,1,1,0
4/23/2008,2008,Q11,Q11 2008,Q11 2008 1,2008 1,CONTROL,PQ,9:11,62,3,100,3,2,4,0
4/29/2008,2008,Q11,Q11 2008,Q11 2008 2,2008 2,CONTROL,PQ,7:59,55,5,0,0,1,0,0
5/5/2008,2008,Q11,Q11 2008,Q11 2008 3,2008 3,CONTROL,PQ,8:15,64,2,40,0,0,0,0
4/27/2009,2009,Q11,Q11 2009,Q11 2009 1,2009 1,CONTROL,PQ,8:23,63,0,0,2,1,2,0
4/29/2009,2009,Q11,Q11 2009,Q11 2009 2,2009 2,CONTROL,PQ,8:41,68,2,10,0,0,1,0
5/1/2009,2009,Q11,Q11 2009,Q11 2009 3,2009 3,CONTROL,PQ,8:06,64,4,100,1,1,1,0
4/27/2010,2010,Q11,Q11 2010,Q11 2010 1,2010 1,CONTROL,PQ,8:09,63,1,0,0,0,0,0
4/29/2010,2010,Q11,Q11 2010,Q11 2010 2,2010 2,CONTROL,PQ,8:17,58,0,0,0,0,0,0
5/5/2010,2010,Q11,Q11 2010,Q11 2010 3,2010 3,CONTROL,PQ,8:05,68,0,100,0,0,0,0
4/25/2011,2011,Q11,Q11 2011,Q11 2011 1,2011 1,CONTROL,PQ,8:24,72,3,50,0,0,0,0
5/3/2011,2011,Q11,Q11 2011,Q11 2011 2,2011 2,CONTROL,PQ,8:02,66,0,40,0,0,0,0
4/30/2012,2012,Q11,Q11 2012,Q11 2012 1,2012 1,CONTROL,PQ,8:14,65,5,100,1,0,1,0
5/1/2012,2012,Q11,Q11 2012,Q11 2012 2,2012 2,CONTROL,PQ,7:48,68,7,60,0,0,0,0
5/2/2012,2012,Q11,Q11 2012,Q11 2012 3,2012 3,CONTROL,PQ,8:04,71,0,40,1,1,1,0
4/23/2013,2013,Q11,Q11 2013,Q11 2013 1,2013 1,CONTROL,PQ,10:44,55,3,100,0,0,0,0
5/1/2013,2013,Q11,Q11 2013,Q11 2013 2,2013 2,CONTROL,PQ,9:26,64,15,100,0,0,0,0
5/3/2013,2013,Q11,Q11 2013,Q11 2013 3,2013 3,CONTROL,PQ,7:03,55,3,100,0,0,0,0
4/24/2014,2014,Q11,Q11 2014,Q11 2014 1,2014 1,CONTROL,PQ,8:07,55,0,0,0,0,0,0
4/25/2014,2014,Q11,Q11 2014,Q11 2014 2,2014 2,CONTROL,PQ,10:02,65,0,10,1,2,2,0
4/28/2014,2014,Q11,Q11 2014,Q11 2014 3,2014 3,CONTROL,PQ,7:43,65,0,80,0,0,0,0
5/5/2015,2015,Q11,Q11 2015,Q11 2015 1,2015 1,CONTROL,PQ,7:44,58,0,0,1,1,1,0
5/8/2015,2015,Q11,Q11 2015,Q11 2015 2,2015 2,CONTROL,PQ,6:19,60,5,0,0,0,0,0
5/1/2007,2007,Q12,Q12 2007,Q12 2007 1,2007 1,CONTROL,PQ,8:36,66,0,0,0,0,0,0
5/7/2007,2007,Q12,Q12 2007,Q12 2007 2,2007 2,CONTROL,PQ,8:51,51,11,0,0,0,0,0
5/11/2007,2007,Q12,Q12 2007,Q12 2007 3,2007 3,CONTROL,PQ,8:29,71,0,0,0,0,0,0
4/23/2008,2008,Q12,Q12 2008,Q12 2008 1,2008 1,CONTROL,PQ,8:58,62,2,100,0,0,0,0
4/29/2008,2008,Q12,Q12 2008,Q12 2008 2,2008 2,CONTROL,PQ,8:10,56,4,0,0,0,0,0
5/5/2008,2008,Q12,Q12 2008,Q12 2008 3,2008 3,CONTROL,PQ,8:26,65,1,40,0,0,0,0
4/27/2009,2009,Q12,Q12 2009,Q12 2009 1,2009 1,CONTROL,PQ,8:36,63,0,0,0,0,0,0
4/29/2009,2009,Q12,Q12 2009,Q12 2009 2,2009 2,CONTROL,PQ,8:31,66,0,10,0,0,0,0
5/1/2009,2009,Q12,Q12 2009,Q12 2009 3,2009 3,CONTROL,PQ,8:19,65,2,100,0,0,0,0
4/27/2010,2010,Q12,Q12 2010,Q12 2010 1,2010 1,CONTROL,PQ,8:21,63,2,0,0,0,0,0
4/29/2010,2010,Q12,Q12 2010,Q12 2010 2,2010 2,CONTROL,PQ,8:06,55,0,0,0,1,0,0
5/5/2010,2010,Q12,Q12 2010,Q12 2010 3,2010 3,CONTROL,PQ,8:18,68,0,100,0,0,0,0
4/25/2011,2011,Q12,Q12 2011,Q12 2011 1,2011 1,CONTROL,PQ,8:07,72,0,90,0,0,0,0
4/27/2011,2011,Q12,Q12 2011,Q12 2011 2,2011 2,CONTROL,PQ,10:30,75,5,100,0,0,0,0
5/3/2011,2011,Q12,Q12 2011,Q12 2011 3,2011 3,CONTROL,PQ,7:50,65,0,25,0,0,0,0
4/30/2012,2012,Q12,Q12 2012,Q12 2012 1,2012 1,CONTROL,PQ,11:22,75,6,100,0,0,0,0
5/1/2012,2012,Q12,Q12 2012,Q12 2012 2,2012 2,CONTROL,PQ,7:58,68,8,45,0,0,0,1
5/2/2012,2012,Q12,Q12 2012,Q12 2012 3,2012 3,CONTROL,PQ,7:52,70,3,65,0,0,0,1
4/23/2013,2013,Q12,Q12 2013,Q12 2013 1,2013 1,CONTROL,PQ,10:35,55,1,100,0,0,0,0
5/1/2013,2013,Q12,Q12 2013,Q12 2013 2,2013 2,CONTROL,PQ,9:36,64,13,100,0,0,0,0
5/3/2013,2013,Q12,Q12 2013,Q12 2013 3,2013 3,CONTROL,PQ,7:15,56,2,100,0,0,0,0
4/24/2014,2014,Q12,Q12 2014,Q12 2014 1,2014 1,CONTROL,PQ,8:17,55,0,0,1,1,1,0
4/25/2014,2014,Q12,Q12 2014,Q12 2014 2,2014 2,CONTROL,PQ,9:51,64,0,0,1,1,1,0
4/28/2014,2014,Q12,Q12 2014,Q12 2014 3,2014 3,CONTROL,PQ,9:37,67,0,100,0,0,0,0
5/5/2015,2015,Q12,Q12 2015,Q12 2015 1,2015 1,CONTROL,PQ,7:33,58,0,0,0,0,0,0
5/8/2015,2015,Q12,Q12 2015,Q12 2015 2,2015 2,CONTROL,PQ,6:29,60,5,0,0,0,0,0
5/1/2007,2007,Q13,Q13 2007,Q13 2007 1,2007 1,CONTROL,PQ,8:47,67,2,0,0,0,0,1
5/7/2007,2007,Q13,Q13 2007,Q13 2007 2,2007 2,CONTROL,PQ,8:42,51,7,0,0,0,0,0
5/11/2007,2007,Q13,Q13 2007,Q13 2007 3,2007 3,CONTROL,PQ,8:40,72,0,0,0,0,0,0
4/23/2008,2008,Q13,Q13 2008,Q13 2008 1,2008 1,CONTROL,PQ,8:49,60,2,100,0,0,0,0
4/29/2008,2008,Q13,Q13 2008,Q13 2008 2,2008 2,CONTROL,PQ,8:19,57,3,0,0,0,1,0
5/5/2008,2008,Q13,Q13 2008,Q13 2008 3,2008 3,CONTROL,PQ,8:36,65,4,35,0,0,0,0
4/27/2009,2009,Q13,Q13 2009,Q13 2009 1,2009 1,CONTROL,PQ,8:47,64,0,0,0,0,0,0
4/29/2009,2009,Q13,Q13 2009,Q13 2009 2,2009 2,CONTROL,PQ,8:21,65,2,10,0,0,0,0
5/1/2009,2009,Q13,Q13 2009,Q13 2009 3,2009 3,CONTROL,PQ,8:26,65,1,100,0,0,0,0
4/27/2010,2010,Q13,Q13 2010,Q13 2010 1,2010 1,CONTROL,PQ,8:31,63,1,0,0,0,0,0
4/29/2010,2010,Q13,Q13 2010,Q13 2010 2,2010 2,CONTROL,PQ,7:55,53,0,0,0,0,0,0
5/5/2010,2010,Q13,Q13 2010,Q13 2010 3,2010 3,CONTROL,PQ,8:27,68,0,100,0,0,0,0
5/1/2007,2007,Q14,Q14 2007,Q14 2007 1,2007 1,CONTROL,PQ,9:02,70,3,0,0,0,0,0
5/7/2007,2007,Q14,Q14 2007,Q14 2007 2,2007 2,CONTROL,PQ,8:30,50,5,0,0,0,0,0
5/11/2007,2007,Q14,Q14 2007,Q14 2007 3,2007 3,CONTROL,PQ,8:53,73,0,0,0,0,0,0
4/21/2008,2008,Q14,Q14 2008,Q14 2008 1,2008 1,CONTROL,PQ,8:53,62,1,100,0,1,0,0
4/23/2008,2008,Q14,Q14 2008,Q14 2008 2,2008 2,CONTROL,PQ,8:33,60,3,100,0,1,0,0
5/5/2008,2008,Q14,Q14 2008,Q14 2008 3,2008 3,CONTROL,PQ,8:47,65,4,35,2,2,1,0
4/27/2009,2009,Q14,Q14 2009,Q14 2009 1,2009 1,CONTROL,PQ,9:01,66,0,0,0,0,0,0
4/29/2009,2009,Q14,Q14 2009,Q14 2009 2,2009 2,CONTROL,PQ,8:06,64,0,0,0,0,0,1
5/1/2009,2009,Q14,Q14 2009,Q14 2009 3,2009 3,CONTROL,PQ,8:36,65,1,100,0,0,0,0
4/27/2010,2010,Q14,Q14 2010,Q14 2010 1,2010 1,CONTROL,PQ,8:44,63,2,0,0,1,1,0
4/29/2010,2010,Q14,Q14 2010,Q14 2010 2,2010 2,CONTROL,PQ,7:41,50,0,0,0,0,0,0
5/5/2010,2010,Q14,Q14 2010,Q14 2010 3,2010 3,CONTROL,PQ,8:38,68,0,100,0,0,0,0
5/1/2007,2007,Q15,Q15 2007,Q15 2007 1,2007 1,CONTROL,PQ,9:14,72,1,0,1,1,1,0
5/7/2007,2007,Q15,Q15 2007,Q15 2007 2,2007 2,CONTROL,PQ,8:13,49,5,0,0,0,0,0
5/11/2007,2007,Q15,Q15 2007,Q15 2007 3,2007 3,CONTROL,PQ,9:06,74,0,0,0,1,1,0
4/21/2008,2008,Q15,Q15 2008,Q15 2008 1,2008 1,CONTROL,PQ,9:06,62,0,100,0,1,1,0
4/23/2008,2008,Q15,Q15 2008,Q15 2008 2,2008 2,CONTROL,PQ,8:22,61,4,100,0,0,1,0
5/5/2008,2008,Q15,Q15 2008,Q15 2008 3,2008 3,CONTROL,PQ,9:00,65,2,35,0,0,0,0
4/27/2009,2009,Q15,Q15 2009,Q15 2009 1,2009 1,CONTROL,PQ,9:15,69,0,0,0,0,0,0
4/29/2009,2009,Q15,Q15 2009,Q15 2009 2,2009 2,CONTROL,PQ,7:52,63,0,0,0,0,0,0
5/1/2009,2009,Q15,Q15 2009,Q15 2009 3,2009 3,CONTROL,PQ,8:49,66,1,100,0,0,0,0
4/27/2010,2010,Q15,Q15 2010,Q15 2010 1,2010 1,CONTROL,PQ,8:57,64,2,0,0,0,0,0
4/29/2010,2010,Q15,Q15 2010,Q15 2010 2,2010 2,CONTROL,PQ,7:30,47,0,0,0,0,0,0
5/5/2010,2010,Q15,Q15 2010,Q15 2010 3,2010 3,CONTROL,PQ,8:50,68,0,100,0,0,0,0
4/25/2011,2011,Q15,Q15 2011,Q15 2011 1,2011 1,CONTROL,PQ,7:15,70,0,100,1,2,2,0
4/27/2011,2011,Q15,Q15 2011,Q15 2011 2,2011 2,CONTROL,PQ,9:57,75,15,100,0,0,0,0
5/3/2011,2011,Q15,Q15 2011,Q15 2011 3,2011 3,CONTROL,PQ,7:06,63,2,100,0,0,0,0
4/30/2012,2012,Q15,Q15 2012,Q15 2012 1,2012 1,CONTROL,PQ,7:15,63,0,100,0,0,0,0
5/1/2012,2012,Q15,Q15 2012,Q15 2012 2,2012 2,CONTROL,PQ,6:46,66,4,100,0,0,0,0
5/2/2012,2012,Q15,Q15 2012,Q15 2012 3,2012 3,CONTROL,PQ,7:18,69,0,0,0,0,0,0
4/23/2013,2013,Q15,Q15 2013,Q15 2013 1,2013 1,CONTROL,PQ,7:08,48,2,100,0,0,0,0
5/1/2013,2013,Q15,Q15 2013,Q15 2013 2,2013 2,CONTROL,PQ,7:11,60,6,100,0,0,0,0
5/3/2013,2013,Q15,Q15 2013,Q15 2013 3,2013 3,CONTROL,PQ,7:48,57,5,50,0,0,0,0
4/24/2014,2014,Q15,Q15 2014,Q15 2014 1,2014 1,CONTROL,PQ,6:56,55,0,0,0,0,0,0
4/25/2014,2014,Q15,Q15 2014,Q15 2014 2,2014 2,CONTROL,PQ,9:16,63,0,0,0,0,0,0
4/28/2014,2014,Q15,Q15 2014,Q15 2014 3,2014 3,CONTROL,PQ,8:12,66,2,90,0,0,0,0
5/5/2015,2015,Q15,Q15 2015,Q15 2015 1,2015 1,CONTROL,PQ,6:58,53,0,0,0,0,0,0
5/8/2015,2015,Q15,Q15 2015,Q15 2015 2,2015 2,CONTROL,PQ,6:58,60,5,0,0,1,1,0
5/1/2007,2007,Q16,Q16 2007,Q16 2007 1,2007 1,CONTROL,PQ,9:25,74,1,0,0,0,0,0
5/7/2007,2007,Q16,Q16 2007,Q16 2007 2,2007 2,CONTROL,PQ,8:02,46,11,0,0,0,0,0
5/11/2007,2007,Q16,Q16 2007,Q16 2007 3,2007 3,CONTROL,PQ,9:20,75,0,0,0,0,0,0
4/21/2008,2008,Q16,Q16 2008,Q16 2008 1,2008 1,CONTROL,PQ,9:19,62,0,100,0,0,0,0
4/23/2008,2008,Q16,Q16 2008,Q16 2008 2,2008 2,CONTROL,PQ,8:12,61,2,100,0,0,0,0
5/5/2008,2008,Q16,Q16 2008,Q16 2008 3,2008 3,CONTROL,PQ,9:10,65,1,35,0,0,0,0
4/27/2009,2009,Q16,Q16 2009,Q16 2009 1,2009 1,CONTROL,PQ,9:25,72,0,0,0,0,0,0
4/29/2009,2009,Q16,Q16 2009,Q16 2009 2,2009 2,CONTROL,PQ,7:40,62,0,0,0,0,0,1
5/1/2009,2009,Q16,Q16 2009,Q16 2009 3,2009 3,CONTROL,PQ,8:58,67,1,100,0,0,0,0
4/27/2010,2010,Q16,Q16 2010,Q16 2010 1,2010 1,CONTROL,PQ,9:10,65,1,0,0,0,0,0
4/29/2010,2010,Q16,Q16 2010,Q16 2010 2,2010 2,CONTROL,PQ,7:19,47,0,0,0,0,0,0
5/5/2010,2010,Q16,Q16 2010,Q16 2010 3,2010 3,CONTROL,PQ,9:00,68,0,100,0,0,0,0
5/1/2007,2007,Q17,Q17 2007,Q17 2007 1,2007 1,CONTROL,PQ,9:34,74,1,0,0,0,0,0
5/7/2007,2007,Q17,Q17 2007,Q17 2007 2,2007 2,CONTROL,PQ,7:52,45,6,0,0,0,0,0
5/11/2007,2007,Q17,Q17 2007,Q17 2007 3,2007 3,CONTROL,PQ,9:32,75,1,0,0,0,0,0
4/21/2008,2008,Q17,Q17 2008,Q17 2008 1,2008 1,CONTROL,PQ,9:27,62,0,100,0,0,0,0
4/23/2008,2008,Q17,Q17 2008,Q17 2008 2,2008 2,CONTROL,PQ,8:04,61,1,100,1,1,0,0
5/5/2008,2008,Q17,Q17 2008,Q17 2008 3,2008 3,CONTROL,PQ,9:18,66,2,35,0,0,0,0
4/27/2009,2009,Q17,Q17 2009,Q17 2009 1,2009 1,CONTROL,PQ,9:33,73,0,0,0,0,0,0
4/29/2009,2009,Q17,Q17 2009,Q17 2009 2,2009 2,CONTROL,PQ,7:31,62,0,0,0,0,0,0
5/1/2009,2009,Q17,Q17 2009,Q17 2009 3,2009 3,CONTROL,PQ,9:06,67,1,100,0,0,0,0
4/27/2010,2010,Q17,Q17 2010,Q17 2010 1,2010 1,CONTROL,PQ,9:20,65,3,0,0,0,0,0
4/29/2010,2010,Q17,Q17 2010,Q17 2010 2,2010 2,CONTROL,PQ,7:11,46,0,0,0,0,0,0
5/5/2010,2010,Q17,Q17 2010,Q17 2010 3,2010 3,CONTROL,PQ,9:07,68,0,100,0,0,0,0
5/1/2007,2007,Q18,Q18 2007,Q18 2007 1,2007 1,CONTROL,PQ,9:44,74,0,0,0,0,0,0
5/7/2007,2007,Q18,Q18 2007,Q18 2007 2,2007 2,CONTROL,PQ,7:43,45,3,0,0,0,0,0
5/11/2007,2007,Q18,Q18 2007,Q18 2007 3,2007 3,CONTROL,PQ,9:41,75,1,0,0,0,0,0
4/21/2008,2008,Q18,Q18 2008,Q18 2008 1,2008 1,CONTROL,PQ,9:37,63,0,100,0,0,0,0
4/23/2008,2008,Q18,Q18 2008,Q18 2008 2,2008 2,CONTROL,PQ,7:55,61,1,100,0,0,0,0
5/5/2008,2008,Q18,Q18 2008,Q18 2008 3,2008 3,CONTROL,PQ,9:28,66,2,50,0,0,0,0
4/27/2009,2009,Q18,Q18 2009,Q18 2009 1,2009 1,CONTROL,PQ,9:43,74,0,0,0,0,0,0
4/29/2009,2009,Q18,Q18 2009,Q18 2009 2,2009 2,CONTROL,PQ,7:22,62,0,0,0,0,0,0
5/1/2009,2009,Q18,Q18 2009,Q18 2009 3,2009 3,CONTROL,PQ,9:14,68,2,80,0,0,0,0
4/27/2010,2010,Q18,Q18 2010,Q18 2010 1,2010 1,CONTROL,PQ,9:29,66,2,0,0,0,0,0
4/29/2010,2010,Q18,Q18 2010,Q18 2010 2,2010 2,CONTROL,PQ,7:01,45,0,0,0,0,0,0
5/5/2010,2010,Q18,Q18 2010,Q18 2010 3,2010 3,CONTROL,PQ,9:14,70,0,100,0,0,0,0
5/1/2007,2007,Q19,Q19 2007,Q19 2007 1,2007 1,CONTROL,PQ,9:53,75,1,0,0,0,0,0
5/7/2007,2007,Q19,Q19 2007,Q19 2007 2,2007 2,CONTROL,PQ,7:32,44,5,0,0,0,0,0
5/11/2007,2007,Q19,Q19 2007,Q19 2007 3,2007 3,CONTROL,PQ,9:53,75,0,0,0,0,0,0
4/23/2008,2008,Q19,Q19 2008,Q19 2008 1,2008 1,CONTROL,PQ,7:44,61,1,100,0,0,0,0
4/29/2008,2008,Q19,Q19 2008,Q19 2008 2,2008 2,CONTROL,PQ,8:34,58,4,0,0,0,0,0
